AnimalID,AnimalName,AnimalType,PrimaryColor,SecondaryColor,PrimaryBreed,Sex,DOB,Age,IntakeDate,IntakeCondition,IntakeType,IntakeSubtype,IntakeReason,OutcomeDate,OutcomeType,OutcomeSubtype,OutcomeCondition,Crossing,Jurisdiction,LastUpdate
A1380769,ENZO,DOG,WHITE,TAN,PIT BULL,NEUTERED,2024-05-02,1,2025-05-02,HEALTHY,RETURN,OTC,,2025-12-28,ADOPTION,,HEALTHY,,,2025-12-28
A1380771,,KITTEN,TABBY-GRAY,,DOMESTIC SH,FEMALE,2025-04-29,0,2025-05-02,NURSING,STRAY,OTC,,2025-05-07,RESCUE,,NURSING,CARRYBACK AVE,SAN JOSE,2025-05-07
A1380773,KENAI,DOG,MERLE-BLUE,WHITE,AUST SHEPHERD,NEUTERED,2024-11-25,0,2025-05-02,HEALTHY,STRAY,OTC,,2025-05-13,ADOPTION,,HEALTHY,MONTEREY RD/BRANHAM LN,SAN JOSE,2025-05-13
A1380777,,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,2023-05-05,1,2025-05-02,PREGNANT,STRAY,OTC,,2025-05-06,RTF,,FERAL,KINGS ROW,SAN JOSE,2025-05-06
A1380778,,CAT,GRAY,,DOMESTIC SH,SPAYED,,,2025-05-02,PREGNANT,STRAY,OTC,,2025-05-06,RTF,,FERAL,KINGS ROW,SAN JOSE,2025-05-06
A1380779,POLAR BEAR,PUPPY,TAN,WHITE,SIBERIAN HUSKY,MALE,2025-03-21,0,2025-05-02,HEALTHY,OWNER SUR,OTC,,2025-05-02,RTO,,HEALTHY,,SAN JOSE,2025-05-02
A1380780,MISSY,PUPPY,TAN,WHITE,SIBERIAN HUSKY,FEMALE,2025-03-21,0,2025-05-02,HEALTHY,OWNER SUR,OTC,,2025-05-02,RTO,,HEALTHY,,SAN JOSE,2025-05-02
A1380781,,CAT,TORTIE-DIL,,DOMESTIC SH,UNKNOWN,,,2025-05-02,NURSING,STRAY,OTC,,2025-05-02,DIED,,NURSING,QUIMBY RD,SAN JOSE,2025-05-02
A1380783,BUDI,KITTEN,BLACK,WHITE,DOMESTIC SH,NEUTERED,2025-04-18,0,2025-05-02,NURSING,STRAY,OTC,,2025-06-21,ADOPTION,,,BERMUDA WAY/SEAVIEW DR,SAN JOSE,2025-06-21
A1380784,CURLEY,KITTEN,BLACK,WHITE,DOMESTIC SH,MALE,2025-04-18,0,2025-05-02,NURSING,STRAY,OTC,,2025-05-12,EUTH,,MED SEV,BERMUDA WAY/SEAVIEW DR,SAN JOSE,2025-05-13
A1380785,WHITE SHOES,KITTEN,BLACK,WHITE,DOMESTIC SH,NEUTERED,2025-04-18,0,2025-05-02,NURSING,STRAY,OTC,,2025-06-22,ADOPTION,,HEALTHY,BERMUDA WAY/SEAVIEW DR,SAN JOSE,2025-06-22
A1380789,MILO,KITTEN,WHITE,GRAY,DOMESTIC LH,MALE,2025-03-19,0,2025-05-03,MED R,STRAY,MEDVET,,2025-05-17,DIED,,MED SEV,MABURY X LAVA,SAN JOSE,2025-06-04
A1380796,,KITTEN,TABBY-GRAY,,DOMESTIC SH,MALE,2025-04-17,0,2025-05-03,NURSING,STRAY,OTC,,2025-05-10,RTO,,NURSING,RUE FERRARI/SILICON VALLEY BLVD,SAN JOSE,2025-05-10
A1380797,,KITTEN,TABBY-GRAY,,DOMESTIC SH,MALE,2025-04-17,0,2025-05-03,NURSING,STRAY,OTC,,2025-05-10,RTO,,NURSING,RUE FERRARI/SILICON VALLEY BLVD,SAN JOSE,2025-05-10
A1380798,COCO,KITTEN,CALICO-DIL,,DOMESTIC SH,SPAYED,2025-04-01,0,2025-05-03,MED R,STRAY,OTC,,2025-06-03,ADOPTION,,MED R,DUANE ST/STATE ST,SAN JOSE,2025-06-03
A1380799,,PUPPY,GOLD,,CHIHUAHUA LH,FEMALE,2025-03-20,0,2025-05-03,HEALTHY,STRAY,OTC,,2025-05-19,RESCUE,,HEALTHY,TULLY RD X GALVESTON AVE,SAN JOSE,2025-05-19
A1380803,,KITTEN,TABBY-BUFF,,DOMESTIC SH,MALE,2025-05-03,0,2025-05-03,NURSING,STRAY,OTC,,2025-05-16,TRANSFER,,NURSING,JUNCTION AVE/E BROKAW RD,SAN JOSE,2025-05-16
A1380804,,KITTEN,TABBY-BUFF,,DOMESTIC SH,MALE,2025-05-03,0,2025-05-03,NURSING,STRAY,OTC,,2025-05-07,DIED,,NURSING,JUNCTION AVE/E BROKAW RD,SAN JOSE,2025-05-07
A1380805,,KITTEN,BLACK,WHITE,DOMESTIC SH,FEMALE,2025-05-03,0,2025-05-03,NURSING,STRAY,OTC,,2025-05-15,EUTH,,MED SEV,JUNCTION AVE/E BROKAW RD,SAN JOSE,2025-05-15
A1380806,,KITTEN,BLACK,,DOMESTIC SH,FEMALE,2025-05-03,0,2025-05-03,NURSING,STRAY,OTC,,2025-05-16,TRANSFER,,NURSING,JUNCTION AVE/E BROKAW RD,SAN JOSE,2025-05-16
A1380807,,KITTEN,GRAY,,DOMESTIC SH,FEMALE,2025-05-03,0,2025-05-03,NURSING,STRAY,OTC,,2025-05-16,EUTH,,MED SEV,JUNCTION AVE/E BROKAW RD,SAN JOSE,2025-05-16
A1380811,SABA,KITTEN,TABBY-BRN,WHITE,DOMESTIC SH,SPAYED,2025-04-22,0,2025-05-03,MED R,STRAY,OTC,,2025-06-18,ADOPTION,,HEALTHY,CONTINENTAL DR/BOLERO DR,SAN JOSE,2025-06-18
A1380812,UNI,KITTEN,BLACK,,DOMESTIC SH,NEUTERED,2025-04-19,0,2025-05-03,MED R,STRAY,OTC,,2025-06-17,ADOPTION,,MED R,CONTINENTAL DR/BOLERO DR,SAN JOSE,2025-06-17
A1380813,SONIC,KITTEN,TABBY-BRN,WHITE,DOMESTIC SH,FEMALE,2025-04-19,0,2025-05-03,MED R,STRAY,OTC,,2025-05-19,EUTH,,MED SEV,CONTINENTAL DR/BOLERO DR,SAN JOSE,2025-05-29
A1380815,,KITTEN,BLACK,,DOMESTIC SH,MALE,2025-04-24,0,2025-05-03,NURSING,STRAY,OTC,,2025-05-05,DIED,,MED SEV,HAVANA DR/LANAI DR,SAN JOSE,2025-06-05
A1380818,,CAT,TORTIE-B\O,,DOMESTIC SH,SPAYED,2022-05-03,3,2025-05-03,PREGNANT,STRAY,OTC,,2025-05-08,RTF,,FERAL,PALMWOOD DR X PALMVIEW WAY,SAN JOSE,2025-05-08
A1380820,,OTHER,YELLOW,GREEN,BUDGERIGAR,UNKNOWN,,,2025-05-03,MED R,STRAY,OTC,,2025-05-03,RESCUE,,MED R,PEBBLETREE WAY/HASSINGER RD,SAN JOSE,2025-05-03
A1380821,,CAT,PT-CHOC,,DOMESTIC SH,SPAYED,2022-05-03,3,2025-05-03,PREGNANT,STRAY,OTC,,2025-05-08,RTF,,FERAL,PALMWOOD DR X PALMVIEW WAY,SAN JOSE,2025-05-08
A1380823,TWIX,CAT,TORTIE-B\O,,DOMESTIC SH,SPAYED,2023-06-22,1,2025-05-03,HEALTHY,STRAY,OTC,,2025-05-25,ADOPTION,,HEALTHY,MONTEREY RD/UMBARGER RD,SAN JOSE,2025-05-25
A1380829,VENADO,DOG,TAN,,CHIHUAHUA SH,NEUTERED,2024-05-03,1,2025-05-03,HEALTHY,STRAY,OTC,,2025-05-23,ADOPTION,,HEALTHY,MONTEREY RD / OLD TULLY RD,SAN JOSE,2025-05-23
A1380830,,KITTEN,TABBY-ORG,,DOMESTIC SH,UNKNOWN,2025-03-28,0,2025-05-03,MED SEV,STRAY,OTC,,2025-05-03,EUTH,,MED SEV,FIRESTONE LOOP/MERION DR,SAN JOSE,2025-05-03
A1380831,,KITTEN,TABBY-GRAY,,DOMESTIC SH,UNKNOWN,2025-03-28,0,2025-05-03,MED SEV,STRAY,OTC,,2025-05-03,EUTH,,MED SEV,FIRESTONE LOOP/MERION DR,SAN JOSE,2025-05-03
A1380832,DENISE,KITTEN,GRAY,WHITE,DOMESTIC SH,SPAYED,2025-03-28,0,2025-05-03,MED SEV,STRAY,OTC,,2025-05-29,ADOPTION,,HEALTHY,FIRESTONE LOOP/MERION DR,SAN JOSE,2025-05-29
A1380833,BRUNO,KITTEN,GRAY,WHITE,DOMESTIC SH,NEUTERED,2025-03-28,0,2025-05-03,MED SEV,STRAY,OTC,,2025-05-29,ADOPTION,,MED SEV,FIRESTONE LOOP/MERION DR,SAN JOSE,2025-05-29
A1380834,ANNIE,KITTEN,GRAY,WHITE,DOMESTIC SH,SPAYED,2025-03-28,0,2025-05-03,MED SEV,STRAY,OTC,,2025-05-29,ADOPTION,,HEALTHY,FIRESTONE LOOP/MERION DR,SAN JOSE,2025-05-29
A1380835,XENA,KITTEN,TABBY-ORG,,DOMESTIC MH,SPAYED,2025-02-17,0,2025-05-03,HEALTHY,STRAY,OTC,,2025-05-06,ADOPTION,,HEALTHY,HUTCHINGS DR X UMBARGER RD,SAN JOSE,2025-05-06
A1380837,LUCY,CAT,CALICO-TRI,,DOMESTIC SH,SPAYED,2023-05-05,1,2025-05-03,MED R,STRAY,OTC,,2025-05-14,ADOPTION,,MED R,HANNAH ST,SAN JOSE,2025-05-14
A1380838,,KITTEN,TABBY-BRN,WHITE,DOMESTIC SH,NEUTERED,2025-03-12,0,2025-05-03,MED R,STRAY,OTC,,2025-05-06,ADOPTION,,MED R,N JACKSON AVE,SAN JOSE,2025-05-06
A1380839,THUNDER,KITTEN,GRAY,,DOMESTIC MH,SPAYED,2025-03-14,0,2025-05-03,MED R,STRAY,OTC,IP ADOPT,2025-05-30,ADOPTION,,,LEWIS RD/DURANT AVE,SAN JOSE,2025-05-30
A1380840,AIKO,KITTEN,CALICO-TRI,,DOMESTIC SH,SPAYED,2025-03-14,0,2025-05-03,MED R,STRAY,OTC,IP ADOPT,2025-05-30,ADOPTION,,,LEWIS RD/DURANT AVE,SAN JOSE,2025-05-30
A1380841,LIGHTNING,KITTEN,TABBY-ORG,,DOMESTIC SH,NEUTERED,2025-03-18,0,2025-05-03,MED R,STRAY,OTC,IP ADOPT,2025-05-30,ADOPTION,,MED R,LEWIS RD/DURANT AVE,SAN JOSE,2025-05-30
A1380843,,CAT,BLACK,,DOMESTIC SH,UNKNOWN,,,2025-05-03,MED SEV,STRAY,OTC,,2025-05-03,EUTH,,MED SEV,SADDLEBROOK DR,SAN JOSE,2025-05-03
A1380844,,CAT,BLACK,,DOMESTIC SH,UNKNOWN,,,2025-05-03,MED SEV,STRAY,OTC,,2025-05-03,EUTH,,MED SEV,SADDLEBROOK DR,SAN JOSE,2025-05-03
A1380845,DIAMOND,DOG,TAN,GRAY,AUST CATTLE DOG,SPAYED,2021-05-03,4,2025-05-03,BEH R,CONFISCATE,POLICE,,2025-05-08,RTO,,BEH R,,SAN JOSE,2025-05-08
A1380847,TRAP 9,CAT,TABBY-BUFF,,DOMESTIC SH,NEUTERED,,,2025-05-04,FERAL,STRAY,OTC,,2025-05-07,RTF,,FERAL,DONOHUE CT/DONOHUE DR,SAN JOSE,2025-05-07
A1380858,TRAP 19,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,,,2025-05-04,MED R,STRAY,OTC,,2025-05-08,RTF,,BEH M,BAYSIDE CT/LANNING WAY,SAN JOSE,2025-05-08
A1380862,TRAP 23,CAT,BLACK,,DOMESTIC SH,SPAYED,,,2025-05-04,MED R,STRAY,OTC,,2025-05-08,RTF,,BEH M,BAYSIDE CT/LANNING WAY,SAN JOSE,2025-05-08
A1380864,TRAP 25,CAT,TABBY-BRN,WHITE,DOMESTIC SH,SPAYED,,,2025-05-04,MED R,STRAY,OTC,,2025-05-08,RTF,,BEH M,KIND RD X MABURY RD,SAN JOSE,2025-05-08
A1380867,TRAP 28,CAT,BLACK,,DOMESTIC SH,NEUTERED,,,2025-05-04,MED R,STRAY,OTC,,2025-05-08,RTF,,BEH M,KIND RD X MABURY RD,,2025-05-08
A1380868,TRAP 29,CAT,BLACK,,DOMESTIC SH,NEUTERED,,,2025-05-04,MED R,STRAY,OTC,,2025-05-08,RTF,,BEH M,KING RD/MABURY RD,SAN JOSE,2025-05-08
A1380907,FLYNN,KITTEN,TABBY-BRN,,DOMESTIC SH,NEUTERED,2025-03-27,0,2025-05-04,HEALTHY,STRAY,OTC,,2025-08-06,ADOPTION,,HEALTHY,QUINN CT/SENTER,SAN JOSE,2025-08-06
A1380908,KRISTOFF,KITTEN,TABBY-GRAY,,DOMESTIC MH,NEUTERED,2025-03-27,0,2025-05-04,HEALTHY,STRAY,OTC,,2025-07-12,ADOPTION,,HEALTHY,QUINN CT/SENTER,SAN JOSE,2025-07-12
A1380909,TOPH,KITTEN,BLACK,,DOMESTIC SH,SPAYED,2025-03-27,0,2025-05-04,HEALTHY,STRAY,OTC,,2025-07-13,ADOPTION,,HEALTHY,QUINN CT/SENTER,SAN JOSE,2025-07-13
A1380910,DOUG,DOG,YELLOW,,LABRADOR RETR,NEUTERED,2022-05-04,3,2025-05-04,HEALTHY,STRAY,OTC,,2025-05-13,ADOPTION,,HEALTHY,KEYES ST X S 5TH ST,SAN JOSE,2025-05-13
A1380911,WEASLE,KITTEN,WHITE,,DOMESTIC SH,UNKNOWN,2025-04-27,0,2025-05-04,MED R,STRAY,OTC,,2025-05-04,RESCUE,,NURSING,DECLARATION DR/DECLARATION CT,SAN JOSE,2025-05-08
A1380913,CARAMEL,CAT,TABBY-BRN,WHITE,DOMESTIC SH,SPAYED,2024-05-16,0,2025-05-04,HEALTHY,STRAY,OTC,,2025-05-16,ADOPTION,,HEALTHY,MONTEREY RD/UMBARGER,SAN JOSE,2025-05-16
A1380919,SPOOKY,KITTEN,BLACK,,DOMESTIC SH,SPAYED,2025-03-21,0,2025-05-04,MED R,STRAY,OTC,,2025-06-04,ADOPTION,,MED R,DIADEM DR X LYONS DR,SAN JOSE,2025-06-04
A1380920,COCONUT BERRY,KITTEN,BLACK,,DOMESTIC SH,NEUTERED,2025-03-21,0,2025-05-04,MED R,STRAY,OTC,,2025-06-08,ADOPTION,,MED R,DIADEM DR X LYONS DR,SAN JOSE,2025-06-08
A1380922,PRADA,KITTEN,BLACK,,DOMESTIC SH,SPAYED,2025-03-21,0,2025-05-04,MED R,STRAY,OTC,,2025-06-10,ADOPTION,,HEALTHY,DIADEM DR X LYONS DR,SAN JOSE,2025-06-10
A1380923,SELINA,KITTEN,BLACK,,DOMESTIC SH,SPAYED,2025-03-21,0,2025-05-04,MED R,STRAY,OTC,,2025-05-17,ADOPTION,,MED R,DIADEM DR X LYONS DR,SAN JOSE,2025-05-17
A1380924,NUBE,KITTEN,BLACK,,DOMESTIC SH,SPAYED,2025-03-21,0,2025-05-04,MED R,STRAY,OTC,,2025-05-18,ADOPTION,,HEALTHY,DIADEM DR X LYONS DR,SAN JOSE,2025-05-18
A1380925,STELLA,KITTEN,BLACK,,DOMESTIC SH,SPAYED,2025-03-21,0,2025-05-04,MED R,STRAY,OTC,,2025-05-18,ADOPTION,,HEALTHY,DIADEM DR X LYONS DR,SAN JOSE,2025-05-18
A1380934,,KITTEN,TABBY-BRN,,DOMESTIC SH,NEUTERED,2025-03-05,0,2025-05-04,MED R,STRAY,OTC,,2025-05-06,ADOPTION,,MED R,SOUTHWEST EXPY/LEIGH AVE,SAN JOSE,2025-05-06
A1380935,,CAT,BUFF,,DOMESTIC SH,NEUTERED,,,2025-05-04,MED R,STRAY,OTC,,2025-05-09,RTF,,MED R,SOUTHCREEK CT/SOUTHVIEW DR,SAN JOSE,2025-05-09
A1380936,,CAT,CALICO-TRI,,DOMESTIC LH,SPAYED,,,2025-05-04,PREGNANT,STRAY,OTC,,2025-05-09,RTF,,FERAL,ROUNDTABLE DR X BENDORF,SAN JOSE,2025-05-09
A1380941,FLC/CHATA,DOG,WHITE,BLACK,PIT BULL,NEUTERED,2024-05-04,1,2025-05-04,HEALTHY,STRAY,OTC,IP ADOPT,2025-05-09,RTO,,HEALTHY,FULLER X DELMAS,SAN JOSE,2025-05-09
A1380943,,CAT,BLACK,,DOMESTIC SH,NEUTERED,2023-05-06,1,2025-05-04,MED R,STRAY,OTC,,2025-05-07,RTF,,FERAL,OAKMILL CT/UMBARGER,SAN JOSE,2025-05-07
A1380944,,OTHER,BROWN,YELLOW,FINCH,UNKNOWN,2024-05-04,1,2025-05-04,MED SEV,STRAY,OTC,,2025-05-04,EUTH,,MED SEV,BERNAL RD X POLVADERO DR,SAN JOSE,2025-05-04
A1380954,LEIA,KITTEN,TABBY-GRAY,,DOMESTIC SH,SPAYED,2025-04-05,0,2025-05-04,NURSING,STRAY,OTC,,2025-06-28,ADOPTION,,HEALTHY,CHARLOTTE DR X GREAT OAKS PKWY,SAN JOSE,2025-06-28
A1380955,,KITTEN,TABBY-GRAY,WHITE,DOMESTIC SH,MALE,2025-04-05,0,2025-05-04,NURSING,STRAY,OTC,,2025-05-12,EUTH,,MED SEV,CHARLOTTE DR X GREAT OAKS PKWY,SAN JOSE,2025-06-16
A1380956,LUNA,KITTEN,TABBY-GRAY,WHITE,DOMESTIC SH,SPAYED,2025-04-05,0,2025-05-04,NURSING,STRAY,OTC,,2025-06-25,ADOPTION,,NURSING,CHARLOTTE DR X GREAT OAKS PKWY,SAN JOSE,2025-06-25
A1380957,SARGE,DOG,BLACK,,MIN PINSCHER,NEUTERED,2024-11-05,0,2025-05-04,HEALTHY,STRAY,OTC,,2025-05-10,ADOPTION,,HEALTHY,FLANIGAN DR X MELISSA CT,SAN JOSE,2025-05-10
A1380957,SARGE,DOG,BLACK,,MIN PINSCHER,NEUTERED,2024-11-05,0,2025-05-18,HEALTHY,RETURN,OTC,,2025-05-18,ADOPTION,,HEALTHY,,SAN JOSE,2025-05-18
A1380959,INDI,PUPPY,GRAY,WHITE,PIT BULL,SPAYED,2025-02-20,0,2025-05-04,HEALTHY,STRAY,FIELD,,2025-05-14,ADOPTION,,HEALTHY,STOCKTON AVE/ CHESTNUT ST,SAN JOSE,2025-05-15
A1380959,INDI,PUPPY,GRAY,WHITE,PIT BULL,SPAYED,2025-02-20,0,2025-05-30,HEALTHY,RETURN,OTC,,2025-05-31,ADOPTION,,HEALTHY,,SAN JOSE,2025-05-31
A1380961,LITTLE FOOT,CAT,BLACK,,DOMESTIC SH,NEUTERED,,,2025-05-04,MED R,STRAY,MEDVET,,2025-05-10,ADOPTION,,,CHYNOWETH AVE/SNELL AVE,SAN JOSE,2025-05-10
A1380969,,CAT,PT-CHOC,,DOMESTIC SH,FEMALE,,,2025-05-05,MED SEV,STRAY,OTC,,2025-05-05,EUTH,,MED SEV,HANNAH ST/HANNAH CT,SAN JOSE,2025-05-05
A1380974,ONYX,CAT,BLACK,,DOMESTIC SH,NEUTERED,,,2025-05-05,HEALTHY,STRAY,OTC,,2025-05-19,ADOPTION,,HEALTHY,MONTEREY/UMBARGER,SAN JOSE,2025-05-19
A1380977,TAKO,KITTEN,GRAY,WHITE,DOMESTIC SH,NEUTERED,2025-03-22,0,2025-05-05,HEALTHY,STRAY,OTC,,2025-05-07,ADOPTION,,HEALTHY,AIELLO DR/UMBARGER RD,SAN JOSE,2025-05-07
A1380992,CHICO,DOG,GRAY,WHITE,PIT BULL,NEUTERED,2023-05-05,2,2025-05-05,HEALTHY,STRAY,OTC,IP ADOPT,2025-05-13,ADOPTION,,HEALTHY,NOKOMIS DR/LA TORRE AVE,SAN JOSE,2025-05-13
A1380997,,KITTEN,TORBI-BRN,,DOMESTIC SH,FEMALE,2025-03-30,0,2025-05-05,HEALTHY,STRAY,OTC,,2025-05-08,TRANSFER,,HEALTHY,S WHITE RD X PEPPERMINT DR,SAN JOSE,2025-05-08
A1380998,,KITTEN,BLACK,,DOMESTIC SH,FEMALE,2025-03-30,0,2025-05-05,HEALTHY,STRAY,OTC,,2025-05-08,TRANSFER,,HEALTHY,S WHITE RD X PEPPERMINT DR,SAN JOSE,2025-05-08
A1381002,,OTHER,BROWN,,RABBIT SH,UNKNOWN,,,2025-05-05,HEALTHY,STRAY,OTC,,2025-05-05,RESCUE,,HEALTHY,SILVER RANCH LN/HASSLER PKWY,SAN JOSE,2025-05-05
A1381004,,CAT,TABBY-ORG,,DOMESTIC SH,MALE,2013-05-05,12,2025-05-05,MED SEV,STRAY,FIELD,,2025-05-06,EUTH,,MED SEV,N 14TH ST / JULIAN ST,SAN JOSE,2025-05-08
A1381005,,CAT,BLACK,,DOMESTIC SH,SPAYED,,,2025-05-05,PREGNANT,STRAY,OTC,,2025-05-07,RTF,,BEH M,LUCENA DR/AGUA VISTA,SAN JOSE,2025-05-07
A1381006,,CAT,GRAY,WHITE,DOMESTIC SH,SPAYED,,,2025-05-05,PREGNANT,STRAY,OTC,,2025-05-07,RTF,,BEH M,LUCENA DR/AGUA VISTA,SAN JOSE,2025-05-07
A1381010,HAZEL,DOG,GRAY,BLACK,CHIHUAHUA SH,SPAYED,2011-05-05,14,2025-05-05,HEALTHY,STRAY,OTC,,2025-05-16,RESCUE,,HEALTHY,OLD OAKLAND RD/ CORIE CT,SAN JOSE,2025-05-16
A1381010,HAZEL,DOG,GRAY,BLACK,CHIHUAHUA SH,SPAYED,2011-05-05,14,2025-05-28,HEALTHY,RETURN,OTC,,2025-05-28,ADOPTION,,HEALTHY,,SAN JOSE,2025-05-28
A1381011,TAFFY,DOG,GRAY,BLACK,CHIHUAHUA SH,FEMALE,2011-05-05,14,2025-05-05,HEALTHY,STRAY,OTC,,2025-05-13,RESCUE,,HEALTHY,OLD OAKLAND RD/ CORIE CT,SAN JOSE,2025-05-13
A1381013,LILY,KITTEN,BLACK,WHITE,DOMESTIC LH,MALE,2025-03-30,0,2025-05-05,MED R,STRAY,FIELD,,2025-05-06,TRANSFER,,MED R,1700 BLK SUNNYHILLS DR,MILPITAS,2025-05-06
A1381014,,KITTEN,TABBY-BRN,,DOMESTIC SH,SPAYED,2025-03-15,0,2025-05-05,HEALTHY,STRAY,OTC,,2025-05-10,ADOPTION,,HEALTHY,N 21ST ST/JACKSON ST,SAN JOSE,2025-05-10
A1381015,,KITTEN,TABBY-BRN,,DOMESTIC SH,SPAYED,2025-03-15,0,2025-05-05,HEALTHY,STRAY,OTC,,2025-05-10,ADOPTION,,HEALTHY,N 21ST ST/JACKSON ST,SAN JOSE,2025-05-10
A1381016,,OTHER,BROWN,,TORTOISE,MALE,,,2025-05-05,MED R,STRAY,OTC,,2025-05-09,RESCUE,,MED R,N MAIN ST/E CARLO ST,MILPITAS,2025-05-09
A1381017,HAMLIN,KITTEN,TABBY-ORG,,DOMESTIC SH,NEUTERED,2025-03-17,0,2025-05-05,HEALTHY,STRAY,OTC,,2025-05-08,ADOPTION,,HEALTHY,MAPLECREST CT/SHADOWCREST WAY,SAN JOSE,2025-05-08
A1381018,TIGER,KITTEN,TABBY-ORG,,DOMESTIC SH,NEUTERED,2025-03-17,0,2025-05-05,HEALTHY,STRAY,OTC,,2025-05-08,ADOPTION,,HEALTHY,MAPLECREST CT/SHADOWCREST WAY,SAN JOSE,2025-05-08
A1381019,TANGELO,KITTEN,TABBY-ORG,,DOMESTIC SH,NEUTERED,2025-03-17,0,2025-05-05,HEALTHY,STRAY,OTC,,2025-05-08,ADOPTION,,HEALTHY,MAPLECREST CT/SHADOWCREST WAY,SAN JOSE,2025-05-08
A1381020,REESES,DOG,BLACK,BROWN,GERM SHEPHERD,MALE,2023-05-05,2,2025-05-05,HEALTHY,STRAY,FIELD,,2025-05-05,RTO,,HEALTHY,2000 BLOCK YELLOWSTONE AVE,MILPITAS,2025-05-05
A1381021,TIGGER,KITTEN,TABBY-ORG,,DOMESTIC SH,NEUTERED,2025-03-17,0,2025-05-05,HEALTHY,STRAY,OTC,,2025-05-08,ADOPTION,,HEALTHY,MAPLECREST CT/SHADOWCREST WAY,SAN JOSE,2025-05-08
A1381022,AZAZEL,KITTEN,BUFF,,DOMESTIC SH,NEUTERED,2025-03-17,0,2025-05-05,HEALTHY,STRAY,OTC,,2025-05-08,ADOPTION,,HEALTHY,MAPLECREST CT/SHADOWCREST WAY,SAN JOSE,2025-05-08
A1381026,,KITTEN,BLACK,,DOMESTIC SH,UNKNOWN,2025-04-07,0,2025-05-05,MED R,STRAY,OTC,,2025-05-06,RESCUE,,MED R,SHELLEY CT/DUNDEE AVE,MILPITAS,2025-05-06
A1381027,CARMELLO,DOG,BROWN,,PIT BULL,NEUTERED,2022-05-05,3,2025-05-05,HEALTHY,STRAY,OTC,,2025-05-16,ADOPTION,,HEALTHY,S 2ND ST/KEYES,SAN JOSE,2025-05-16
A1381028,,KITTEN,CALICO-TRI,WHITE,DOMESTIC SH,FEMALE,2025-04-28,0,2025-05-05,NURSING,STRAY,OTC,,2025-05-07,RESCUE,,NURSING,ROUNDTABLE DR X BENDORF DR,SAN JOSE,2025-05-07
A1381029,,CAT,CALICO-TRI,BUFF,DOMESTIC SH,SPAYED,,,2025-05-05,PREGNANT,STRAY,OTC,,2025-05-08,RTF,,FERAL,ROUNDTABLE DR X BENDORF DR,SAN JOSE,2025-05-08
A1381030,,KITTEN,BLACK,WHITE,DOMESTIC SH,UNKNOWN,2025-04-28,0,2025-05-05,NURSING,STRAY,OTC,,2025-05-07,DIED,,MED SEV,MONTEREY RD/UMBARGER,SAN JOSE,2025-05-07
A1381032,,KITTEN,CALICO-TRI,,DOMESTIC SH,FEMALE,2025-03-31,0,2025-05-05,HEALTHY,STRAY,OTC,,2025-05-08,TRANSFER,,HEALTHY,S 23RD ST/E SATNTA CLARA ST,SAN JOSE,2025-05-08
A1381033,,KITTEN,BLACK,WHITE,DOMESTIC SH,MALE,2025-03-31,0,2025-05-05,HEALTHY,STRAY,OTC,,2025-05-08,TRANSFER,,HEALTHY,S 23RD ST/E SATNTA CLARA ST,SAN JOSE,2025-05-08
A1381034,,KITTEN,BLACK,WHITE,DOMESTIC SH,MALE,2025-03-31,0,2025-05-05,HEALTHY,STRAY,OTC,,2025-05-08,TRANSFER,,HEALTHY,S 23RD ST/E SATNTA CLARA ST,SAN JOSE,2025-05-08
A1381037,VAN GOGH,OTHER,BLACK,,HAVANA,MALE,,,2025-05-05,MED R,STRAY,FIELD,,2025-05-06,RESCUE,,MED R,1900 BLOCK OF CUNNINGHAM AVE,SAN JOSE,2025-05-06
A1381038,,KITTEN,BLACK,WHITE,DOMESTIC SH,FEMALE,2025-05-04,0,2025-05-05,NURSING,STRAY,OTC,,2025-05-08,DIED,,,MCLAUGHLIN AVE/SUMMERSIDE DR,SAN JOSE,2025-05-08
A1381039,,KITTEN,BLACK,WHITE,DOMESTIC SH,MALE,2025-05-04,0,2025-05-05,NURSING,STRAY,OTC,,2025-05-08,EUTH,,MED SEV,MCLAUGHLIN AVE/SUMMERSIDE DR,SAN JOSE,2025-05-08
A1381040,,KITTEN,TABBY-BRN,WHITE,DOMESTIC SH,UNKNOWN,2025-05-04,0,2025-05-05,NURSING,STRAY,OTC,,2025-05-07,DIED,,NURSING,MCLAUGHLIN AVE/SUMMERSIDE DR,SAN JOSE,2025-05-07
A1381042,,OTHER,BROWN,,FINCH,UNKNOWN,,,2025-05-05,MED SEV,STRAY,OTC,,2025-05-05,EUTH,,MED SEV,DE ROSE WAY,SAN JOSE,2025-05-05
A1381043,SENORA LULU,PUPPY,BROWN,,CHIHUAHUA SH,FEMALE,2025-04-10,0,2025-05-05,HEALTHY,STRAY,OTC,,2025-05-06,TRANSFER,,HEALTHY,PETER PAN AVE/BAMBI LN,SAN JOSE,2025-05-06
A1381045,,KITTEN,BLACK,,DOMESTIC SH,FEMALE,2025-03-30,0,2025-05-05,MED R,STRAY,OTC,,2025-05-16,TRANSFER,,MED R,KAUAI  DR X SEABROOK CT,SAN JOSE,2025-05-16
